session_id,user_type_id,label_id,timestamp_start,timestamp_end,vpn,rooted,emulator,ip_risk_score,session_duration,num_events,num_links_clicked,num_qr_scans,num_permission_requests,event_sequence_encoded,event_count_1,event_count_2,event_count_3,event_count_4,event_count_5,event_count_6,event_count_7,event_count_8,event_count_9,event_count_10,event_count_11,event_count_12,event_count_13,event_count_14,event_count_15,event_count_16,event_count_17,event_count_18,event_count_19,event_count_20,event_count_21,generator_version,scenario_family,risk_score,split,split_reason
session_v2_007484_f2f6bb1a,1,1,2026-01-07T11:02:34.045242,2026-01-07T11:05:43.045242,0,0,0,0.295,189,19,1,2,0,"[1, 21, 6, 4, 21, 9, 2, 14, 15, 12, 15, 21, 13, 1, 14, 11, 19, 20, 4]",2,1,0,2,0,1,0,0,1,0,1,1,1,2,2,0,0,0,1,1,3,v2.0.0,qr_handoff_soft,0.450273,val,val_withheld_combo
session_v2_007485_c6c9e994,1,1,2026-03-09T14:55:41.045969,2026-03-09T14:59:39.045969,0,0,0,0.268,238,24,2,1,1,"[2, 21, 5, 21, 10, 1, 14, 11, 6, 3, 13, 21, 8, 4, 18, 21, 9, 5, 21, 13, 1, 11, 21, 2]",2,2,1,1,2,1,0,1,1,1,2,0,2,1,0,0,0,1,0,0,6,v2.0.0,link_chain_soft,0.512298,train,train_default
session_v2_007486_02ff21c4,1,0,2025-12-07T23:41:06.047091,2025-12-07T23:44:54.047091,0,0,0,0.493,228,21,1,0,1,"[3, 12, 21, 8, 4, 17, 21, 9, 5, 15, 13, 21, 2, 12, 13, 12, 21, 12, 1, 11, 21]",1,1,1,1,1,0,0,1,1,0,1,4,2,0,1,0,1,0,0,0,5,v2.0.0,link_chain_soft,0.38297,train,train_default
session_v2_007487_ce87af9b,3,1,2025-12-12T04:19:11.048063,2025-12-12T04:21:09.048063,0,1,0,0.606,118,15,1,0,1,"[1, 21, 6, 4, 12, 13, 1, 11, 21, 2, 15, 21, 12, 17, 21]",2,1,0,1,0,1,0,0,0,0,1,2,1,0,1,0,1,0,0,0,4,v2.0.0,link_chain_soft,0.512211,train,train_default
session_v2_007488_ae0dee76,0,1,2026-01-29T12:25:15.048617,2026-01-29T12:30:15.048617,0,0,0,0.359,300,25,1,1,2,"[1, 12, 21, 6, 4, 18, 12, 13, 12, 18, 21, 9, 1, 14, 11, 21, 6, 2, 16, 12, 7, 3, 13, 21, 8]",2,1,1,1,0,2,1,1,1,0,1,4,2,1,0,1,0,2,0,0,4,v2.0.0,benign_files,0.455447,train,train_default
session_v2_007489_c88d2c27,0,0,2025-11-24T15:25:20.050023,2025-11-24T15:33:44.050023,0,0,0,0.327,504,27,0,0,4,"[3, 21, 8, 2, 21, 7, 1, 13, 6, 1, 13, 21, 6, 4, 13, 1, 13, 12, 19, 20, 21, 12, 18, 18, 13, 17, 17]",3,1,1,1,0,2,1,1,0,0,0,2,5,0,0,0,2,2,1,1,4,v2.0.0,screen_share_contextual,0.398539,train,train_default
session_v2_007490_7b036a48,1,2,2025-11-23T12:50:04.051021,2025-11-23T12:51:59.051021,0,0,0,0.407,115,16,1,2,1,"[5, 21, 1, 14, 21, 6, 2, 16, 13, 21, 12, 1, 14, 11, 19, 17]",2,1,0,0,1,1,0,0,0,0,1,1,1,2,0,1,1,0,1,0,3,v2.0.0,archetype_qr_takeover,0.646622,train,train_default
session_v2_007491_1da33a02,1,0,2026-02-12T15:48:11.052077,2026-02-12T15:52:24.052077,0,1,0,0.388,253,18,0,0,1,"[2, 12, 13, 12, 21, 3, 13, 13, 21, 4, 18, 21, 9, 5, 21, 4, 21, 9]",0,1,1,2,1,0,0,0,2,0,0,2,3,0,0,0,0,1,0,0,5,v2.0.0,benign_browse,0.374171,train,train_default
session_v2_007492_c30999e9,0,1,2025-10-10T14:17:38.052670,2025-10-10T14:22:44.052670,0,0,0,0.262,306,25,1,1,1,"[1, 13, 13, 6, 1, 13, 12, 12, 21, 4, 17, 9, 5, 15, 21, 12, 13, 1, 14, 11, 19, 20, 12, 13, 3]",3,0,1,1,1,1,0,0,1,0,1,4,5,1,1,0,1,0,1,1,2,v2.0.0,qr_handoff_soft,0.465493,train,train_default
session_v2_007493_8aa04a71,0,1,2025-10-06T00:26:13.053972,2025-10-06T00:30:10.053972,0,0,1,0.347,237,19,1,0,2,"[1, 13, 1, 11, 21, 2, 15, 21, 12, 21, 4, 18, 17, 13, 21, 9, 5, 21, 10]",2,1,0,1,1,0,0,0,1,1,1,1,2,0,1,0,1,1,0,0,5,v2.0.0,link_chain_soft,0.455568,train,train_default
session_v2_007494_c5f8fbfc,2,1,2026-02-17T06:16:39.054622,2026-02-17T06:23:00.054622,0,0,0,0.425,381,25,4,0,3,"[2, 11, 21, 7, 4, 17, 21, 9, 3, 21, 4, 17, 21, 1, 11, 11, 21, 2, 13, 11, 21, 4, 18, 13, 21]",1,2,1,3,0,0,1,0,1,0,4,0,2,0,0,0,2,1,0,0,7,v2.0.0,benign_chat,0.481281,train,train_default
session_v2_007495_3f51481a,1,0,2025-10-14T06:24:57.056190,2025-10-14T06:28:59.056190,0,0,0,0.256,242,18,1,1,1,"[2, 12, 16, 12, 12, 11, 14, 21, 7, 3, 13, 13, 13, 21, 1, 21, 4, 17]",1,1,1,1,0,0,1,0,0,0,1,3,3,1,0,1,1,0,0,0,3,v2.0.0,benign_settings,0.352438,train,train_default
session_v2_007496_a8cc1c62,3,2,2026-01-26T21:30:04.057003,2026-01-26T21:32:38.057003,1,1,0,0.62,154,17,1,2,1,"[2, 21, 7, 5, 21, 1, 14, 13, 21, 6, 3, 13, 2, 11, 15, 14, 17]",1,2,1,0,1,1,1,0,0,0,1,0,2,2,1,0,1,0,0,0,3,v2.0.0,mixed_anomalous,0.559971,train,train_default
session_v2_007497_23b82307,1,0,2025-12-30T10:30:21.057579,2025-12-30T10:32:59.057579,0,0,0,0.231,158,12,0,0,1,"[1, 21, 4, 17, 13, 12, 13, 13, 13, 12, 13, 21]",1,0,0,1,0,0,0,0,0,0,0,2,5,0,0,0,1,0,0,0,2,v2.0.0,benign_chat,0.352215,train,train_default
session_v2_007498_716f7c07,1,0,2026-02-18T01:11:34.058526,2026-02-18T01:14:57.058526,0,0,0,0.198,203,21,0,1,1,"[2, 13, 21, 5, 13, 12, 12, 21, 10, 2, 19, 13, 13, 14, 12, 21, 7, 4, 13, 18, 21]",0,2,0,1,1,0,1,0,0,1,0,3,5,1,0,0,0,1,1,0,4,v2.0.0,benign_files,0.349948,train,train_default
session_v2_007499_92e12065,1,0,2025-12-26T12:31:50.059329,2025-12-26T12:35:54.059329,0,0,0,0.304,244,15,0,1,0,"[5, 13, 21, 1, 21, 2, 19, 14, 12, 7, 5, 12, 13, 21, 1]",2,1,0,0,2,0,1,0,0,0,0,2,2,1,0,0,0,0,1,0,3,v2.0.0,benign_chat,0.284751,train,train_default
session_v2_007500_f68d7de4,1,0,2025-12-20T05:29:56.060339,2025-12-20T05:35:39.060339,0,0,0,0.236,343,19,0,0,2,"[3, 12, 21, 8, 4, 17, 21, 1, 12, 21, 4, 16, 12, 21, 3, 21, 4, 17, 21]",1,0,2,3,0,0,0,1,0,0,0,3,0,0,0,1,2,0,0,0,6,v2.0.0,benign_browse,0.371378,train,train_default
session_v2_007501_c6bba3f2,2,0,2025-10-21T17:57:04.061054,2025-10-21T17:59:49.061054,1,0,0,0.364,165,11,0,0,0,"[4, 12, 13, 1, 21, 13, 12, 19, 20, 12, 13]",1,0,0,1,0,0,0,0,0,0,0,3,3,0,0,0,0,0,1,1,1,v2.0.0,screen_share_contextual,0.295751,train,train_default
session_v2_007502_c5da48d6,1,0,2025-10-05T14:26:59.061633,2025-10-05T14:32:07.061633,1,0,0,0.305,308,21,1,0,3,"[5, 13, 21, 4, 18, 13, 18, 21, 9, 2, 11, 21, 4, 17, 21, 9, 2, 13, 21, 7, 1]",1,2,0,2,1,0,1,0,2,0,1,0,3,0,0,0,1,2,0,0,5,v2.0.0,benign_media,0.41358,train,train_default
session_v2_007503_9f129124,2,0,2025-11-05T06:57:07.062775,2025-11-05T07:01:29.062775,1,0,0,0.377,262,19,0,1,1,"[5, 21, 2, 19, 12, 21, 4, 17, 13, 21, 1, 12, 1, 13, 12, 20, 13, 14, 21]",2,1,0,1,1,0,0,0,0,0,0,3,3,1,0,0,1,0,1,1,4,v2.0.0,screen_share_contextual,0.375938,train,train_default
session_v2_007504_a9fefa33,2,1,2026-01-14T10:33:04.063773,2026-01-14T10:35:17.063773,1,0,0,0.332,133,18,3,0,1,"[5, 21, 2, 11, 15, 11, 21, 7, 4, 17, 12, 12, 12, 12, 21, 9, 1, 11]",1,1,0,1,1,0,1,0,1,0,3,4,0,0,1,0,1,0,0,0,3,v2.0.0,benign_browse,0.469585,val,val_random_fill
session_v2_007505_55e7b883,1,0,2025-12-16T19:14:00.064737,2025-12-16T19:17:58.064737,0,0,0,0.271,238,20,1,1,1,"[4, 21, 9, 3, 12, 13, 2, 11, 15, 14, 17, 19, 20, 12, 13, 21, 5, 12, 21, 10]",0,1,1,1,1,0,0,0,1,1,1,3,2,1,1,0,1,0,1,1,3,v2.0.0,mixed_anomalous,0.414087,train,train_default
session_v2_007506_a177b0f1,2,1,2026-02-26T14:35:54.065531,2026-02-26T14:41:11.065531,0,0,0,0.395,317,24,0,0,2,"[1, 21, 6, 5, 15, 21, 10, 4, 17, 12, 16, 21, 5, 15, 12, 13, 16, 21, 10, 4, 17, 21, 9, 5]",1,0,0,2,3,1,0,0,1,2,0,2,1,0,2,2,2,0,0,0,5,v2.0.0,benign_settings,0.435612,train,train_default
session_v2_007507_2cc1fd7c,1,0,2026-03-14T00:47:43.066523,2026-03-14T00:52:05.066523,0,0,0,0.413,262,14,0,0,1,"[2, 13, 13, 13, 13, 12, 12, 12, 12, 21, 7, 4, 18, 21]",0,1,0,1,0,0,1,0,0,0,0,4,4,0,0,0,0,1,0,0,2,v2.0.0,benign_chat,0.273848,test_ood,ood_time_bucket
session_v2_007508_c233d77d,3,2,2026-03-31T19:57:30.067363,2026-03-31T19:58:43.067363,1,0,0,0.482,73,17,2,0,1,"[3, 13, 1, 11, 21, 2, 15, 16, 17, 21, 12, 21, 2, 15, 12, 19, 11]",1,2,1,0,0,0,0,0,0,0,2,2,1,0,2,1,1,0,1,0,3,v2.0.0,archetype_link_install,0.714822,test_ood,ood_time_bucket
session_v2_007509_8bf8b949,1,0,2025-10-22T06:13:37.068331,2025-10-22T06:18:51.068331,0,0,0,0.274,314,22,0,1,1,"[4, 21, 9, 3, 21, 4, 13, 21, 9, 2, 14, 21, 4, 17, 13, 19, 13, 13, 9, 1, 12, 21]",1,1,1,3,0,0,0,0,3,0,0,1,4,1,0,0,1,0,1,0,5,v2.0.0,benign_chat,0.342378,train,train_default
session_v2_007510_b2094e1e,1,1,2025-12-13T11:07:20.069427,2025-12-13T11:09:29.069427,0,0,0,0.42,129,17,1,1,1,"[1, 12, 2, 11, 15, 14, 17, 13, 21, 5, 13, 21, 2, 21, 7, 4, 12]",1,2,0,1,1,0,1,0,0,0,1,2,2,1,1,0,1,0,0,0,3,v2.0.0,mixed_anomalous,0.474552,train,train_default
session_v2_007511_9963765e,0,1,2025-10-06T17:09:58.070339,2025-10-06T17:12:54.070339,0,1,0,0.284,176,18,0,1,1,"[2, 21, 7, 4, 18, 9, 3, 12, 13, 13, 13, 12, 8, 3, 12, 13, 1, 14]",1,1,2,1,0,0,1,1,1,0,0,3,4,1,0,0,0,1,0,0,1,v2.0.0,qr_handoff_soft,0.44996,train,train_default
session_v2_007512_5d1300b5,3,0,2025-12-20T04:11:46.071422,2025-12-20T04:13:33.071422,0,0,0,0.512,107,16,2,1,0,"[2, 14, 21, 7, 3, 21, 8, 1, 11, 12, 21, 6, 2, 16, 11, 21]",1,2,1,0,0,1,1,1,0,0,2,1,0,1,0,1,0,0,0,0,4,v2.0.0,benign_browse,0.408196,val,val_withheld_combo
session_v2_007513_7389ecc9,1,1,2026-01-22T03:16:27.072331,2026-01-22T03:21:03.072331,0,0,0,0.457,276,24,1,1,1,"[4, 21, 9, 5, 12, 12, 21, 10, 2, 21, 1, 13, 14, 21, 4, 18, 21, 9, 1, 11, 13, 13, 19, 21]",2,1,0,2,1,0,0,0,2,1,1,2,3,1,0,0,0,1,1,0,6,v2.0.0,benign_browse,0.466318,train,train_default
session_v2_007514_9e85e654,1,2,2025-12-17T19:01:11.073293,2025-12-17T19:02:31.073293,1,0,0,0.483,80,11,1,3,0,"[1, 14, 14, 21, 6, 4, 13, 1, 14, 11, 19]",2,0,0,1,0,1,0,0,0,0,1,0,1,3,0,0,0,0,1,0,1,v2.0.0,qr_handoff_soft,0.541135,val,val_withheld_combo
session_v2_007515_479752ab,1,0,2025-12-14T14:01:54.073677,2025-12-14T14:04:57.073677,0,1,0,0.327,183,14,2,0,0,"[3, 13, 21, 8, 5, 21, 10, 1, 11, 11, 21, 5, 21, 10]",1,0,1,0,2,0,0,1,0,2,2,0,1,0,0,0,0,0,0,0,4,v2.0.0,benign_chat,0.251071,train,train_default
session_v2_007516_04367414,2,1,2026-01-09T10:08:35.074130,2026-01-09T10:13:12.074130,0,0,0,0.459,277,26,4,1,2,"[5, 12, 15, 21, 10, 3, 12, 21, 4, 17, 12, 21, 1, 11, 11, 11, 21, 4, 19, 17, 21, 9, 2, 14, 11, 15]",1,1,1,2,1,0,0,0,1,1,4,3,0,1,2,0,2,0,1,0,5,v2.0.0,benign_settings,0.47999,train,train_default
session_v2_007517_0d702920,2,0,2026-02-16T15:46:29.074951,2026-02-16T15:48:03.074951,0,0,0,0.296,94,10,1,0,0,"[2, 21, 4, 12, 13, 1, 11, 21, 2, 15]",1,2,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,2,v2.0.0,link_chain_soft,0.383487,val,val_withheld_combo
session_v2_007518_4f60aa99,1,0,2025-11-10T14:18:55.075780,2025-11-10T14:22:57.075780,0,0,0,0.38,242,22,2,0,0,"[2, 12, 12, 16, 12, 12, 11, 12, 21, 7, 4, 21, 9, 1, 11, 12, 12, 21, 3, 21, 5, 16]",1,1,1,1,1,0,1,0,1,0,2,7,0,0,0,2,0,0,0,0,4,v2.0.0,benign_media,0.3633,train,train_default
session_v2_007519_d380fbfd,1,2,2026-03-19T12:09:13.078172,2026-03-19T12:12:26.078172,1,0,0,0.392,193,17,2,1,1,"[1, 21, 6, 4, 17, 13, 21, 12, 13, 1, 14, 11, 19, 20, 1, 11, 21]",3,0,0,1,0,1,0,0,0,0,2,1,2,1,0,0,1,0,1,1,3,v2.0.0,qr_handoff_soft,0.585295,test_ood,ood_time_bucket
session_v2_007520_78be002a,2,0,2026-03-26T17:50:56.078685,2026-03-26T17:53:53.078685,0,0,0,0.439,177,13,0,1,0,"[1, 21, 6, 3, 21, 8, 1, 14, 21, 6, 2, 15, 21]",2,1,1,0,0,2,0,1,0,0,0,0,0,1,1,0,0,0,0,0,4,v2.0.0,benign_chat,0.251407,test_ood,ood_time_bucket
session_v2_007521_ca2166a6,2,1,2025-10-05T07:56:35.079550,2025-10-05T08:00:32.079550,1,0,0,0.402,237,22,1,1,1,"[2, 7, 3, 12, 13, 21, 8, 5, 15, 21, 1, 11, 14, 19, 21, 6, 4, 17, 21, 9, 3, 21]",1,1,2,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,5,v2.0.0,benign_settings,0.466539,train,train_default
session_v2_007522_092f4a17,3,1,2025-10-17T02:57:40.080610,2025-10-17T02:59:58.080610,1,0,0,0.551,138,17,1,0,5,"[2, 11, 12, 13, 4, 17, 18, 17, 17, 13, 21, 4, 17, 19, 12, 13, 20]",0,1,0,2,0,0,0,0,0,0,1,2,3,0,0,0,4,1,1,1,1,v2.0.0,permission_dense,0.477998,val,val_random_fill
session_v2_007523_5262ec37,2,0,2026-02-22T11:27:12.081340,2026-02-22T11:29:43.081340,1,0,0,0.399,151,16,2,0,2,"[2, 12, 11, 13, 13, 21, 7, 4, 17, 12, 13, 18, 21, 9, 2, 11]",0,2,0,1,0,0,1,0,1,0,2,2,3,0,0,0,1,1,0,0,2,v2.0.0,benign_chat,0.325208,train,train_default
session_v2_007524_7d59db03,0,2,2025-10-11T10:01:08.082026,2025-10-11T10:05:05.082026,0,0,0,0.149,237,20,1,1,1,"[1, 13, 21, 4, 17, 21, 12, 2, 11, 15, 14, 12, 12, 3, 12, 13, 13, 13, 21, 1]",2,1,1,1,0,0,0,0,0,0,1,4,4,1,1,0,1,0,0,0,3,v2.0.0,mixed_anomalous,0.542459,train,train_default
session_v2_007525_280de215,3,1,2025-12-01T15:10:49.083278,2025-12-01T15:13:59.083278,1,0,1,0.579,190,23,1,4,2,"[1, 21, 4, 17, 19, 21, 1, 14, 14, 14, 21, 2, 16, 21, 7, 4, 17, 12, 13, 1, 14, 11, 13]",3,1,0,2,0,0,1,0,0,0,1,1,2,4,0,1,2,0,1,0,4,v2.0.0,qr_handoff_soft,0.476353,train,train_default
session_v2_007526_fdd1e34c,0,2,2025-11-28T10:21:49.084302,2025-11-28T10:23:59.084302,0,0,0,0.244,130,15,2,1,2,"[4, 21, 1, 1, 14, 11, 19, 17, 17, 21, 12, 11, 21, 6, 3]",2,0,1,1,0,1,0,0,0,0,2,1,0,1,0,0,2,0,1,0,3,v2.0.0,archetype_qr_takeover,0.67672,train,train_default
session_v2_007527_5b58cb4d,0,0,2026-01-24T00:34:52.085244,2026-01-24T00:41:10.085244,0,0,0,0.262,378,24,0,0,2,"[3, 21, 2, 13, 12, 21, 7, 4, 17, 12, 21, 2, 13, 12, 21, 5, 12, 21, 4, 18, 13, 12, 12, 12]",0,2,1,2,1,0,1,0,0,0,0,7,3,0,0,0,1,1,0,0,5,v2.0.0,benign_media,0.420951,train,train_default
session_v2_007528_f730e95e,1,0,2025-11-25T21:34:00.086397,2025-11-25T21:37:34.086397,0,0,0,0.381,214,15,0,1,1,"[1, 21, 5, 15, 12, 21, 2, 14, 21, 7, 3, 21, 4, 18, 12]",1,1,1,1,1,0,1,0,0,0,0,2,0,1,1,0,0,1,0,0,4,v2.0.0,benign_settings,0.373875,train,train_default
session_v2_007529_08be102a,1,0,2026-03-03T20:27:59.087310,2026-03-03T20:30:06.087310,0,0,0,0.443,127,13,1,0,0,"[1, 12, 21, 3, 12, 12, 13, 21, 1, 11, 6, 5, 21]",2,0,1,0,1,1,0,0,0,0,1,3,1,0,0,0,0,0,0,0,3,v2.0.0,benign_settings,0.386462,val,val_random_fill
session_v2_007530_81275095,0,2,2026-03-31T11:26:43.088014,2026-03-31T11:31:06.088014,0,0,0,0.206,263,22,0,1,6,"[1, 12, 21, 6, 4, 18, 21, 1, 14, 21, 6, 4, 17, 21, 9, 5, 13, 4, 17, 18, 17, 17]",2,0,0,3,1,2,0,0,1,0,0,1,1,1,0,0,4,2,0,0,4,v2.0.0,permission_dense,0.534968,train,train_default
session_v2_007531_b113288b,2,1,2026-02-14T23:20:05.089472,2026-02-14T23:23:24.089472,0,1,0,0.569,199,26,1,1,3,"[2, 12, 13, 21, 7, 4, 17, 17, 13, 1, 13, 12, 19, 20, 17, 19, 12, 21, 2, 14, 12, 12, 13, 15, 13, 11]",1,2,0,1,0,0,1,0,0,0,1,5,5,1,1,0,3,0,2,1,2,v2.0.0,screen_share_contextual,0.467718,val,val_random_fill
session_v2_007532_5908a5c9,2,1,2026-02-03T11:54:18.090658,2026-02-03T11:57:01.090658,0,1,0,0.446,163,20,1,1,2,"[2, 12, 16, 21, 7, 4, 17, 12, 16, 12, 13, 2, 11, 15, 14, 17, 19, 20, 12, 12]",0,2,0,1,0,0,1,0,0,0,1,5,1,1,1,2,2,0,1,1,1,v2.0.0,mixed_anomalous,0.513465,train,train_default
session_v2_007533_648bbb13,1,0,2026-01-24T00:09:50.091818,2026-01-24T00:13:12.091818,1,0,0,0.292,202,18,0,1,1,"[1, 21, 1, 13, 12, 19, 20, 6, 4, 17, 13, 12, 21, 2, 14, 12, 13, 21]",2,1,0,1,0,1,0,0,0,0,0,3,3,1,0,0,1,0,1,1,3,v2.0.0,screen_share_contextual,0.408948,val,val_random_fill
session_v2_007534_18ad1ede,2,0,2025-11-11T21:20:19.092851,2025-11-11T21:22:30.092851,0,0,0,0.302,131,11,2,1,0,"[5, 13, 13, 1, 14, 11, 13, 21, 2, 11, 12]",1,1,0,0,1,0,0,0,0,0,2,1,3,1,0,0,0,0,0,0,1,v2.0.0,qr_handoff_soft,0.31034,train,train_default
session_v2_007535_e852a5c1,3,1,2025-11-19T02:55:34.093819,2025-11-19T02:56:44.093819,0,0,1,0.495,70,13,0,0,1,"[3, 12, 13, 1, 13, 12, 19, 20, 13, 21, 4, 17, 21]",1,0,1,1,0,0,0,0,0,0,0,2,3,0,0,0,1,0,1,1,2,v2.0.0,screen_share_contextual,0.445889,train,train_default
session_v2_007536_5501aa50,3,0,2026-02-26T14:41:10.094451,2026-02-26T14:44:29.094451,1,1,1,0.424,199,16,1,0,0,"[1, 21, 12, 1, 13, 12, 19, 20, 13, 11, 12, 21, 6, 5, 15, 21]",2,0,0,0,1,1,0,0,0,0,1,3,2,0,1,0,0,0,1,1,3,v2.0.0,screen_share_contextual,0.389874,train,train_default
session_v2_007537_501125f0,0,0,2026-02-18T01:55:14.095485,2026-02-18T02:03:35.095485,0,0,0,0.299,501,27,1,0,1,"[1, 21, 6, 3, 21, 8, 2, 11, 21, 7, 4, 17, 21, 9, 2, 13, 12, 7, 1, 13, 12, 21, 2, 13, 13, 21, 7]",2,3,1,1,0,1,3,1,1,0,1,2,4,0,0,0,1,0,0,0,6,v2.0.0,benign_chat,0.302958,train,train_default
session_v2_007538_65c2931e,1,0,2025-12-08T23:00:52.096548,2025-12-08T23:04:38.096548,0,0,0,0.159,226,20,1,0,1,"[5, 12, 12, 21, 10, 4, 17, 12, 19, 13, 21, 1, 11, 6, 3, 21, 5, 16, 21, 10]",1,0,1,1,2,1,0,0,0,2,1,3,1,0,0,1,1,0,1,0,4,v2.0.0,benign_browse,0.355752,train,train_default
session_v2_007539_9df03766,1,1,2025-11-24T23:17:21.097718,2025-11-24T23:21:16.097718,0,0,1,0.529,235,19,3,1,1,"[4, 21, 9, 2, 15, 12, 11, 21, 1, 11, 14, 13, 12, 12, 12, 11, 21, 4, 17]",1,1,0,2,0,0,0,0,1,0,3,4,1,1,1,0,1,0,0,0,3,v2.0.0,benign_browse,0.465575,train,train_default
session_v2_007540_69ce6f98,0,0,2026-03-29T14:26:02.098503,2026-03-29T14:30:54.098503,0,0,0,0.189,292,20,0,1,2,"[2, 13, 12, 21, 7, 4, 18, 19, 13, 21, 1, 13, 21, 6, 4, 18, 21, 2, 14, 12]",1,2,0,2,0,1,1,0,0,0,0,2,3,1,0,0,0,2,1,0,4,v2.0.0,benign_browse,0.358659,test_ood,ood_time_bucket
session_v2_007541_3f736ac0,0,1,2026-02-04T14:15:28.099804,2026-02-04T14:22:38.099804,0,1,1,0.477,430,27,0,3,4,"[1, 13, 12, 14, 14, 12, 12, 13, 13, 6, 2, 12, 13, 21, 12, 13, 4, 17, 18, 17, 13, 4, 17, 21, 1, 14, 21]",2,1,0,2,0,1,0,0,0,0,0,5,6,3,0,0,3,1,0,0,3,v2.0.0,permission_dense,0.439532,val,val_withheld_combo
session_v2_007542_51f81f38,0,2,2025-12-04T14:53:10.100778,2025-12-04T14:57:33.100778,1,0,0,0.34,263,20,2,2,0,"[1, 14, 12, 13, 1, 14, 11, 21, 12, 13, 21, 6, 3, 12, 21, 1, 11, 21, 6, 4]",3,0,1,1,0,2,0,0,0,0,2,3,2,2,0,0,0,0,0,0,4,v2.0.0,qr_handoff_soft,0.531351,val,val_random_fill
session_v2_007543_726754d6,1,0,2025-10-27T01:43:33.102017,2025-10-27T01:49:05.102017,0,0,0,0.355,332,19,0,0,1,"[1, 12, 21, 6, 4, 17, 12, 13, 12, 13, 12, 21, 9, 1, 21, 6, 5, 12, 13]",2,0,0,1,1,2,0,0,1,0,0,5,3,0,0,0,1,0,0,0,3,v2.0.0,benign_chat,0.268536,train,train_default
session_v2_007544_e5c2f82c,3,1,2025-10-24T04:01:57.102758,2025-10-24T04:04:11.102758,1,1,0,0.55,134,22,2,1,1,"[2, 13, 11, 19, 14, 12, 21, 7, 5, 12, 13, 21, 4, 17, 12, 21, 9, 5, 13, 1, 11, 21]",1,1,0,1,2,0,1,0,1,0,2,3,3,1,0,0,1,0,1,0,4,v2.0.0,link_chain_soft,0.469106,train,train_default
session_v2_007545_8390b6a5,2,1,2025-11-24T19:59:25.104046,2025-11-24T20:02:51.104046,0,0,0,0.413,206,22,0,0,1,"[1, 21, 2, 15, 12, 12, 15, 12, 21, 7, 4, 17, 21, 9, 1, 21, 6, 4, 16, 21, 9, 5]",2,1,0,2,1,1,1,0,2,0,0,3,0,0,2,1,1,0,0,0,5,v2.0.0,benign_media,0.441831,train,train_default
session_v2_007546_6d45e090,2,2,2025-12-28T02:44:40.104938,2025-12-28T02:47:29.104938,0,0,0,0.396,169,18,1,1,4,"[3, 21, 1, 14, 21, 6, 2, 12, 13, 4, 17, 18, 17, 17, 12, 15, 16, 11]",1,1,1,1,0,1,0,0,0,0,1,2,1,1,1,1,3,1,0,0,2,v2.0.0,permission_dense,0.555193,train,train_default
session_v2_007547_6fe49dbd,0,0,2025-10-26T01:35:28.106147,2025-10-26T01:43:06.106147,0,0,0,0.316,458,26,1,0,3,"[1, 12, 12, 11, 13, 21, 6, 4, 18, 21, 1, 13, 12, 21, 2, 15, 7, 2, 21, 4, 18, 17, 13, 21, 9, 3]",2,2,1,2,0,1,1,0,1,0,1,3,3,0,1,0,1,2,0,0,5,v2.0.0,benign_media,0.353014,train,train_default
session_v2_007548_1d284c08,2,1,2025-11-10T12:05:06.107348,2025-11-10T12:08:29.107348,1,1,0,0.692,203,20,1,0,2,"[1, 12, 12, 11, 21, 2, 15, 16, 12, 15, 7, 2, 15, 12, 21, 7, 4, 17, 12, 17]",1,2,0,1,0,0,2,0,0,0,1,5,0,0,3,1,2,0,0,0,2,v2.0.0,benign_settings,0.491781,train,train_default
session_v2_007549_47aac21e,0,1,2026-02-27T21:13:45.108917,2026-02-27T21:20:09.108917,1,0,0,0.179,384,25,1,0,2,"[4, 13, 13, 9, 1, 21, 5, 15, 21, 10, 4, 12, 21, 1, 11, 21, 4, 18, 9, 5, 21, 10, 4, 17, 13]",2,0,0,4,2,0,0,0,2,2,1,1,3,0,1,0,1,1,0,0,5,v2.0.0,benign_settings,0.447295,train,train_default
session_v2_007550_fbfbcc20,1,0,2026-01-30T05:45:42.109939,2026-01-30T05:48:35.109939,0,0,0,0.417,173,16,0,0,0,"[4, 12, 12, 13, 13, 21, 9, 2, 15, 21, 7, 4, 12, 13, 21, 9]",0,1,0,2,0,0,1,0,2,0,0,3,3,0,1,0,0,0,0,0,3,v2.0.0,benign_browse,0.326064,train,train_default
session_v2_007551_6fa678f7,0,0,2026-01-24T21:43:32.110912,2026-01-24T21:44:47.110912,0,0,0,0.229,75,9,0,0,0,"[1, 21, 6, 5, 12, 21, 2, 7, 3]",1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,v2.0.0,benign_media,0.407886,train,train_default
session_v2_007552_bdda0add,1,0,2025-10-14T01:48:03.111427,2025-10-14T01:50:09.111427,0,0,0,0.2,126,14,0,0,0,"[3, 13, 13, 12, 13, 8, 2, 13, 13, 13, 12, 13, 15, 13]",0,1,1,0,0,0,0,1,0,0,0,2,8,0,1,0,0,0,0,0,0,v2.0.0,benign_chat,0.359331,train,train_default
